Date,Study.Area,Treatment,Patch.ID,Point..,n_ourning Dove,ourning Dove1_dist,ourning Dove2_dist,ourning Dove3_dist,ourning Dove4_dist,ourning Dove5_dist,ourning Dove6_dist,ourning Dove7_dist,ourning Dove8_dist,ourning Dove9_dist,n_Eurasian Collared Dove,Eurasian Collared Dove1_dist,Eurasian Collared Dove2_dist,Eurasian Collared Dove3_dist,Eurasian Collared Dove4_dist,Eurasian Collared Dove5_dist,Eurasian Collared Dove6_dist,Eurasian Collared Dove7_dist,Eurasian Collared Dove8_dist,Eurasian Collared Dove9_dist,Eurasian Collared Dove10_dist,Eurasian Collared Dove11_dist,Eurasian Collared Dove12_dist,Eurasian Collared Dove13_dist,Eurasian Collared Dove14_dist
8/14/2023,McPherson,Wildlife Area,IM04,IN10,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2023,McPherson,Wildlife Area,IM01,IN06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2023,McPherson,Wildlife Area,IM02,IN05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2023,McPherson,Wildlife Area,IM02,IN07,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2023,McPherson,Wildlife Area,IM01,IN13,2,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2023,McPherson,Wildlife Area,IM05,IN01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2023,McPherson,Wildlife Area,IM06,IN03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC07,MC24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC07,MC01,2,Fly,86,NA,NA,NA,NA,NA,NA,NA,2,84,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC08,MC08,6,51,37,48,20,Fly,Fly,NA,NA,NA,1,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC08,MC27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,42,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC04,MC15,3,150,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC06,MC29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC06,MC16,2,169,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC01,MC10,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC02,MC13,2,27,Fly,NA,NA,NA,NA,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC02,MC03,2,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC05,MC28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/25/2023,McPherson,Urban,MC06,MC14,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,3,Fly,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC10,MC04,3,250,Fly,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC10,MC05,2,18,Fly,NA,NA,NA,NA,NA,NA,NA,2,94,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC11,MC18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Fly,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC11,MC26,2,44,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC09,MC21,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC12,MC06,3,Fly,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC12,MC30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC09,MC11,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC10,MC19,5,20,Fly,Fly,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC03,MC22,1,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC03,MC25,2,40,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2023,McPherson,Urban,MC01,MC17,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/2023,McPherson,Urban,MC11,MC07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/2023,McPherson,Urban,MC13,MC02,1,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/2023,McPherson,Urban,MC13,MC09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/31/2023,McPherson,Urban,MC04,MC12,3,20,38,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,Wildlife Area,CN5,C5,2,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,Wildlife Area,CN5,C10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,WMA,CN5,C1,3,250,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,WMA,CN5,C3,3,100,200,250,NA,NA,NA,NA,NA,NA,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,Wildlife Area,CN3,C2,1,200,NA,NA,NA,NA,NA,NA,NA,NA,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,Wildlife Area,CN1,C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,WMA,CN5,C4,2,250,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,WMA,BR9,B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2023,Garden City,WMA,CN5,C6,2,250,150,NA,NA,NA,NA,NA,NA,NA,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,Wildlife Area,BR12,B10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,Wildlife Area,BR12,B25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,WMA,BR9,B19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,WMA,BR9,B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,Wildlife Area,BR9,B9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,Wildlife Area,BR10,B16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,WMA,BR8,B22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,WMA,BR8,B21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,Wildlife Area,BR8,B5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,Wildlife Area,BR11,B12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2023,Garden City,WMA,BR11,B24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2023,Garden City,Wildlife Area,CN2,C9,1,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2023,Garden City,Wildlife Area,CN2,C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2023,Garden City,WMA,BR2,B15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,106,100,140,147,160,175,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2023,Garden City,WMA,BR1,B13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FLY,150,209,201,122,100,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2023,Garden City,Wildlife Area,BR2,B17,1,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2023,Garden City,Wildlife Area,BR1,B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,WMA,BR7,B14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,WMA,BR7,B20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,Wildlife Area,BR6,B4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,Wildlife Area,BR5,B11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,WMA,BR5,B8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,WMA,BR6,B6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,Wildlife Area,BR4,B23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2023,Garden City,Wildlife Area,BR4,B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,WIldlife Area,BR3,B18,2,FLY,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,WIldlife Area,BR3,B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC16,GC24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,54,25,38,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC16,GC4,2,52,123,NA,NA,NA,NA,NA,NA,NA,3,25,65,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC13,GC21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,75,25,57,FLY,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC13,GC35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,100,100,38,15,38,15,NA,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC10,GC12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,50,Fly,Fly,15,26,100,Fly,150,Fly,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC10,GC18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,30,21,49,21,21,50,100,32,30,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC8,GC38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,25,50,50,100,100,100,200,20,15,50,50,NA,NA
4/3/2023,Garden City,Urban,GC8,GC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,50,25,50,100,25,50,30,28,NA,NA,NA,NA,NA,NA
4/3/2023,Garden City,Urban,GC8,GC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,42,46,67,Fly,50,100,61,25,100,60,30,Fly,50,NA
4/5/2023,Garden City,Urban,GC12,GC15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC12,GC30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,49,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC14,GC5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,128,Fly,29,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC15,GC32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,50,25,19,34,34,25,50,25,30,50,Fly,50,25,NA
4/5/2023,Garden City,Urban,GC15,GC17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,FLY,50,22,50,75,30,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC17,GC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,75,25,100,50,FLY,FLY,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC14,GC9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,27,53,75,Fly,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC17,GC10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Fly,Fly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC4,GC36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden CIty,Urban,GC4,GC36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC4,GC26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FLY,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden CIty,Urban,GC4,GC26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2023,Garden City,Urban,GC4,GC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,42,100,25,50,Fly,Fly,49,25,100,100,Fly,Fly,Fly,NA
4/6/2023,Garden CIty,Urban,GC1,GC31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,FLY,FLY,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC1,GC31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FLY,15,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC1,GC19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,250,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC6,GC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,50,75,25,25,200,Fly,Fly,Fly,Fly,Fly,20,200,Fly,250
4/6/2023,Garden City,Urban,GC6,GC25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,50,50,19,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden CIty,Urban,GC6,GC25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC3,GC7,2,32,50,NA,NA,NA,NA,NA,NA,NA,7,FLY,40,FLY,100,50,23,150,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC2,GC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,Fly,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC2,GC14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,150,150,50,FLY,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden CIty,Urban,GC2,GC14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,125,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC9,GC23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,40,FLY,24,15,27,FLY,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC9,GC29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,50,50,50,Fly,Fly,50,Fly,25,NA,NA,NA,NA,NA
4/6/2023,Garden CIty,Urban,GC7,GC11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC7,GC11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,50,75,32,25,50,75,34,25,NA,NA,NA,NA,NA,NA
4/6/2023,Garden City,Urban,GC7,GC13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FLY,FLY,FLY,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC5,GC28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,150,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC5,GC20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC11,GC22,1,148,NA,NA,NA,NA,NA,NA,NA,NA,4,38,50,62,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC11,GC16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,25,Fly,100,Fly,30,Fly,150,Fly,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC18,GC27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,75,150,FLY,100,FLY,FLY,72,FLY,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC19,GC34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,100,FLY,35,FLY,75,FLY,54,200,NA,NA,NA,NA,NA,NA
4/7/2023,Garden City,Urban,GC18,GC37,1,150,NA,NA,NA,NA,NA,NA,NA,NA,8,150,Fly,Fly,200,Fly,150,Fly,Fly,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,WMA,CN5,C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden CIty,Wildlife Area,CN3,C3,5,75,200,FLY,100,150,NA,NA,NA,NA,2,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,Wildlife Area,CN3,C2,1,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,WMA,CN5,C10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden CIty,Wildlife Area,CN2,C9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,Wildlife Area,CN2,C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,WMA,CN4,C1,2,FLY,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden CIty,Wildlife Area,CN4,C6,2,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,Wildlife Area,CN4,C4,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2023,Garden City,WMA,CN1,C7,1,FLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR10,B22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR10,B16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden CIty,Wildlife Area,BR10,B16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,WMA,BR9,B9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR9,B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden CIty,Wildlife Area,BR9,B19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR9,B19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,WMA,BR8,B21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR8,B5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR12,B10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden CIty,Wildlife Area,BR12,B10,1,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,WMA,BR11,B24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2023,Garden City,Wildlife Area,BR11,B24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
