,year,Effort,sample.bout,date,obsname,Area,Region.Label,Point_Num,Sample.Label,Minute,Species,Aspect,distance,How,Flock,WindAvg_mph,WindMax_mph,RH_Point,Temp_Point,Group,GroupArea
3411,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,1,GRSP,3,79,C,1,4.2,5.9,78.2,70.4,GAR046,960
3412,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,1,DICK,5,121,C,1,4.2,5.9,78.2,70.4,GAR046,960
3413,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,1,FISP,6,135,C,1,4.2,5.9,78.2,70.4,GAR046,960
3414,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,2,BHCO,3,74,V,1,4.2,5.9,78.2,70.4,GAR046,960
3415,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,2,WEME,2,87,C,1,4.2,5.9,78.2,70.4,GAR046,960
3416,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,4,BHCO,0,96,C,1,4.2,5.9,78.2,70.4,GAR046,960
3417,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,4,FISP,6,155,C,1,4.2,5.9,78.2,70.4,GAR046,960
3418,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,3,BHCO,6,120,V,3,4.2,5.9,78.2,70.4,GAR046,960
3419,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,3,WEME,6,125,C,1,4.2,5.9,78.2,70.4,GAR046,960
3420,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,1,FISP,5,56,V,1,4.2,5.9,78.2,70.4,GAR046,960
3421,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,2,FISP,2,100,C,1,4.2,5.9,78.2,70.4,GAR046,960
3422,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,5,SPTO,1,126,C,1,4.2,5.9,78.2,70.4,GAR046,960
3423,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,5,BRTH,3,83,C,1,4.2,5.9,78.2,70.4,GAR046,960
3424,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,5,DICK,4,118,C,1,4.2,5.9,78.2,70.4,GAR046,960
3425,2024,1,1,2024-06-28,2,192,GAR046-C,7,GAR046-C-7,2,GRSP,1,69,C,1,4.2,5.9,78.2,70.4,GAR046,960
3426,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,NA,NA,NA,NA,NA,NA,3.2,5.9,77.9,70.6,GAR046,960
3427,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,3,WEME,2,58,V,1,3.2,5.9,77.9,70.6,GAR046,960
3428,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,4,BEVI,2,56,C,1,3.2,5.9,77.9,70.6,GAR046,960
3429,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,5,DICK,0,65,C,1,3.2,5.9,77.9,70.6,GAR046,960
3430,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,5,WEME,6,98,C,1,3.2,5.9,77.9,70.6,GAR046,960
3431,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,YEWA,5,50,V,1,3.2,5.9,77.9,70.6,GAR046,960
3432,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,5,BHCO,4,56,C,1,3.2,5.9,77.9,70.6,GAR046,960
3433,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,4,FISP,2,87,C,1,3.2,5.9,77.9,70.6,GAR046,960
3434,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,2,GRSP,3,102,C,1,3.2,5.9,77.9,70.6,GAR046,960
3435,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,2,MODO,3,78,V,2,3.2,5.9,77.9,70.6,GAR046,960
3436,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,2,MODO,1,260,C,1,3.2,5.9,77.9,70.6,GAR046,960
3437,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,2,FISP,7,136,C,1,3.2,5.9,77.9,70.6,GAR046,960
3438,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,DICK,2,63,C,1,3.2,5.9,77.9,70.6,GAR046,960
3439,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,DICK,1,82,C,1,3.2,5.9,77.9,70.6,GAR046,960
3440,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,GRSP,0,73,C,1,3.2,5.9,77.9,70.6,GAR046,960
3441,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,EAKI,5,53,V,5,3.2,5.9,77.9,70.6,GAR046,960
3442,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,DICK,3,69,C,1,3.2,5.9,77.9,70.6,GAR046,960
3443,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,AGOL,4,41,C,3,3.2,5.9,77.9,70.6,GAR046,960
3444,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,3,GRSP,6,82,C,1,3.2,5.9,77.9,70.6,GAR046,960
3445,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,1,WEME,5,50,V,1,3.2,5.9,77.9,70.6,GAR046,960
3446,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,2,WEME,4,47,V,1,3.2,5.9,77.9,70.6,GAR046,960
3447,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,3,YEWA,6,120,C,1,3.2,5.9,77.9,70.6,GAR046,960
3448,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,3,WEME,1,69,C,1,3.2,5.9,77.9,70.6,GAR046,960
3449,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,3,CHSP,4,40,C,1,3.2,5.9,77.9,70.6,GAR046,960
3450,2024,1,1,2024-06-28,2,192,GAR046-C,8,GAR046-C-8,3,GRSP,7,92,C,1,3.2,5.9,77.9,70.6,GAR046,960
3451,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,DICK,5,75,C,1,1.2,2,91.3,68.8,GAR046,960
3452,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,2,AMCR,1,220,C,1,1.2,2,91.3,68.8,GAR046,960
3453,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,3,DICK,6,90,C,1,1.2,2,91.3,68.8,GAR046,960
3454,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,DICK,5,70,C,1,1.2,2,91.3,68.8,GAR046,960
3455,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,2,GRSP,7,51,V,2,1.2,2,91.3,68.8,GAR046,960
3456,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,GRSP,2,25,C,1,1.2,2,91.3,68.8,GAR046,960
3457,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,GRSP,2,35,C,1,1.2,2,91.3,68.8,GAR046,960
3458,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,GRSP,1,60,C,1,1.2,2,91.3,68.8,GAR046,960
3459,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,GRSP,3,18,C,1,1.2,2,91.3,68.8,GAR046,960
3460,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,NA,NA,NA,NA,NA,NA,1.2,2,91.3,68.8,GAR046,960
3461,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,WEME,6,127,V,1,1.2,2,91.3,68.8,GAR046,960
3462,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,MODO,6,135,V,2,1.2,2,91.3,68.8,GAR046,960
3463,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,UPSA,3,44,C,1,1.2,2,91.3,68.8,GAR046,960
3464,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,5,DICK,5,110,C,1,1.2,2,91.3,68.8,GAR046,960
3465,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,DICK,7,70,C,1,1.2,2,91.3,68.8,GAR046,960
3466,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,1,DICK,1,44,C,1,1.2,2,91.3,68.8,GAR046,960
3467,2024,1,1,2024-06-28,1,192,GAR046-H,18,GAR046-H-18,5,DICK,5,95,C,1,1.2,2,91.3,68.8,GAR046,960
3468,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,5,BRTH,4,240,C,1,1.4,1.8,92.7,68.4,GAR046,960
3469,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,5,WEME,3,110,C,1,1.4,1.8,92.7,68.4,GAR046,960
3470,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,1,GRSP,4,50,C,1,1.4,1.8,92.7,68.4,GAR046,960
3471,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,4,DICK,5,81,C,1,1.4,1.8,92.7,68.4,GAR046,960
3472,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,1,UPSA,0,15,V,1,1.4,1.8,92.7,68.4,GAR046,960
3473,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,1,GRSP,2,50,C,1,1.4,1.8,92.7,68.4,GAR046,960
3474,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,2,FISP,4,89,C,1,1.4,1.8,92.7,68.4,GAR046,960
3475,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,1,GRSP,5,33,V,1,1.4,1.8,92.7,68.4,GAR046,960
3476,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,1,MODO,4,250,C,1,1.4,1.8,92.7,68.4,GAR046,960
3477,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,1,GRSP,5,18,C,1,1.4,1.8,92.7,68.4,GAR046,960
3478,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,NA,NA,NA,NA,NA,NA,1.4,1.8,92.7,68.4,GAR046,960
3479,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,3,MODO,5,244,V,2,1.4,1.8,92.7,68.4,GAR046,960
3480,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,3,GRSP,0,40,C,1,1.4,1.8,92.7,68.4,GAR046,960
3481,2024,1,1,2024-06-28,1,192,GAR046-H,19,GAR046-H-19,4,SPTO,4,220,C,1,1.4,1.8,92.7,68.4,GAR046,960
3482,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,WEME,3,220,C,1,1.3,2.5,93.9,68,GAR046,960
3483,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,CONI,5,180,C,1,1.3,2.5,93.9,68,GAR046,960
3484,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,FISP,3,165,C,1,1.3,2.5,93.9,68,GAR046,960
3485,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,WEME,3,120,C,1,1.3,2.5,93.9,68,GAR046,960
3486,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,UPSA,4,69,V,1,1.3,2.5,93.9,68,GAR046,960
3487,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,GRSP,3,40,C,1,1.3,2.5,93.9,68,GAR046,960
3488,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,GRSP,4,22,C,1,1.3,2.5,93.9,68,GAR046,960
3489,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,NA,NA,NA,NA,NA,NA,1.3,2.5,93.9,68,GAR046,960
3490,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,GRSP,6,18,C,1,1.3,2.5,93.9,68,GAR046,960
3491,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,GRSP,2,30,C,1,1.3,2.5,93.9,68,GAR046,960
3492,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,DICK,3,50,C,1,1.3,2.5,93.9,68,GAR046,960
3493,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,WEME,3,95,C,1,1.3,2.5,93.9,68,GAR046,960
3494,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,4,DICK,5,110,C,1,1.3,2.5,93.9,68,GAR046,960
3495,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,5,FISP,5,125,C,1,1.3,2.5,93.9,68,GAR046,960
3496,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,5,DICK,5,140,C,1,1.3,2.5,93.9,68,GAR046,960
3497,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,5,DICK,1,90,C,1,1.3,2.5,93.9,68,GAR046,960
3498,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,AMCR,4,650,C,3,1.3,2.5,93.9,68,GAR046,960
3499,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,BHCO,1,45,C,1,1.3,2.5,93.9,68,GAR046,960
3500,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,CONI,7,240,C,1,1.3,2.5,93.9,68,GAR046,960
3501,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,GRSP,7,90,C,1,1.3,2.5,93.9,68,GAR046,960
3502,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,1,GRSP,6,79,C,1,1.3,2.5,93.9,68,GAR046,960
3503,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,2,UPSA,6,280,C,1,1.3,2.5,93.9,68,GAR046,960
3504,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,2,FISP,4,94,C,1,1.3,2.5,93.9,68,GAR046,960
3505,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,3,DICK,4,88,C,1,1.3,2.5,93.9,68,GAR046,960
3506,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,4,BHCO,6,190,V,1,1.3,2.5,93.9,68,GAR046,960
3507,2024,1,1,2024-06-28,1,192,GAR046-H,20,GAR046-H-20,5,WEME,0,240,C,1,1.3,2.5,93.9,68,GAR046,960
3508,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,WEME,5,160,C,1,1.6,2.2,89.9,69.2,GAR046,960
3509,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,WEME,7,60,C,1,1.6,2.2,89.9,69.2,GAR046,960
3510,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,GRSP,2,15,C,1,1.6,2.2,89.9,69.2,GAR046,960
3511,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,GRSP,3,22,C,1,1.6,2.2,89.9,69.2,GAR046,960
3512,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,DICK,0,80,C,1,1.6,2.2,89.9,69.2,GAR046,960
3513,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,GRSP,6,40,C,1,1.6,2.2,89.9,69.2,GAR046,960
3514,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,GRSP,4,50,C,1,1.6,2.2,89.9,69.2,GAR046,960
3515,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,DICK,5,41,V,1,1.6,2.2,89.9,69.2,GAR046,960
3516,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,WEME,6,138,V,1,1.6,2.2,89.9,69.2,GAR046,960
3517,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,GRSP,1,65,C,1,1.6,2.2,89.9,69.2,GAR046,960
3518,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,WEME,4,110,C,1,1.6,2.2,89.9,69.2,GAR046,960
3519,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,LASP,6,80,C,1,1.6,2.2,89.9,69.2,GAR046,960
3520,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,DICK,0,55,C,1,1.6,2.2,89.9,69.2,GAR046,960
3521,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,2,AMCR,7,210,C,1,1.6,2.2,89.9,69.2,GAR046,960
3522,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,DICK,1,90,C,1,1.6,2.2,89.9,69.2,GAR046,960
3523,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,1,DICK,6,47,C,1,1.6,2.2,89.9,69.2,GAR046,960
3524,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,2,BLGR,7,123,V,1,1.6,2.2,89.9,69.2,GAR046,960
3525,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,5,EAKI,7,122,V,1,1.6,2.2,89.9,69.2,GAR046,960
3526,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,2,GRSP,7,47,V,2,1.6,2.2,89.9,69.2,GAR046,960
3527,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,5,OROR,7,120,C,1,1.6,2.2,89.9,69.2,GAR046,960
3528,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,NA,NA,NA,NA,NA,NA,1.6,2.2,89.9,69.2,GAR046,960
3529,2024,1,1,2024-06-28,1,192,GAR046-H,26,GAR046-H-26,4,WEME,4,69,V,1,1.6,2.2,89.9,69.2,GAR046,960
3530,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,DICK,1,81,C,1,0.2,0.8,87.9,69.8,GAR046,960
3531,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,GRSP,2,20,C,1,0.2,0.8,87.9,69.8,GAR046,960
3532,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,HOLA,2,65,C,1,0.2,0.8,87.9,69.8,GAR046,960
3533,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,GRSP,1,44,V,1,0.2,0.8,87.9,69.8,GAR046,960
3534,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,GRSP,3,60,C,1,0.2,0.8,87.9,69.8,GAR046,960
3535,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,3,GRSP,5,66,C,1,0.2,0.8,87.9,69.8,GAR046,960
3536,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,5,DICK,2,22,C,1,0.2,0.8,87.9,69.8,GAR046,960
3537,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,UPSA,0,190,V,1,0.2,0.8,87.9,69.8,GAR046,960
3538,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,GRSP,0,49,V,2,0.2,0.8,87.9,69.8,GAR046,960
3539,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,WEME,3,95,C,1,0.2,0.8,87.9,69.8,GAR046,960
3540,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,UPSA,1,240,C,1,0.2,0.8,87.9,69.8,GAR046,960
3541,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,WEME,1,70,C,1,0.2,0.8,87.9,69.8,GAR046,960
3542,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,2,GRSP,0,40,C,1,0.2,0.8,87.9,69.8,GAR046,960
3543,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,2,HOLA,7,70,C,1,0.2,0.8,87.9,69.8,GAR046,960
3544,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,NA,NA,NA,NA,NA,NA,0.2,0.8,87.9,69.8,GAR046,960
3545,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,1,CONI,4,105,C,1,0.2,0.8,87.9,69.8,GAR046,960
3546,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,2,LASP,7,62,C,1,0.2,0.8,87.9,69.8,GAR046,960
3547,2024,1,1,2024-06-28,1,192,GAR046-H,27,GAR046-H-27,2,GRSP,5,31,C,1,0.2,0.8,87.9,69.8,GAR046,960
3548,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,WEME,3,91,V,1,1.1,2.1,86.7,70.1,GAR046,960
3549,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,2,WEME,1,90,C,1,1.1,2.1,86.7,70.1,GAR046,960
3550,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,2,MODO,6,230,V,4,1.1,2.1,86.7,70.1,GAR046,960
3551,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,WEME,0,122,V,1,1.1,2.1,86.7,70.1,GAR046,960
3552,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,GRSP,6,37,V,2,1.1,2.1,86.7,70.1,GAR046,960
3553,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,GRSP,3,40,C,1,1.1,2.1,86.7,70.1,GAR046,960
3554,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,GRSP,7,55,C,1,1.1,2.1,86.7,70.1,GAR046,960
3555,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,DICK,7,70,C,1,1.1,2.1,86.7,70.1,GAR046,960
3556,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,DICK,6,45,C,2,1.1,2.1,86.7,70.1,GAR046,960
3557,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,DICK,5,63,C,1,1.1,2.1,86.7,70.1,GAR046,960
3558,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,NA,NA,NA,NA,NA,NA,1.1,2.1,86.7,70.1,GAR046,960
3559,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,GRSP,4,25,C,1,1.1,2.1,86.7,70.1,GAR046,960
3560,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,2,DICK,0,105,C,1,1.1,2.1,86.7,70.1,GAR046,960
3561,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,2,WEME,6,66,V,3,1.1,2.1,86.7,70.1,GAR046,960
3562,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,2,WEME,6,120,V,1,1.1,2.1,86.7,70.1,GAR046,960
3563,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,WEME,3,140,C,1,1.1,2.1,86.7,70.1,GAR046,960
3564,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,BHCO,6,210,V,1,1.1,2.1,86.7,70.1,GAR046,960
3565,2024,1,1,2024-06-28,1,192,GAR046-H,28,GAR046-H-28,1,DICK,6,30,C,1,1.1,2.1,86.7,70.1,GAR046,960
3566,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,DICK,7,90,C,1,5.1,6.8,81.8,71.6,GAR046,960
3567,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,DICK,0,110,C,1,5.1,6.8,81.8,71.6,GAR046,960
3568,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,AGOL,6,69,V,3,5.1,6.8,81.8,71.6,GAR046,960
3569,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,WEME,0,85,C,1,5.1,6.8,81.8,71.6,GAR046,960
3570,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,GRSP,7,60,C,1,5.1,6.8,81.8,71.6,GAR046,960
3571,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,FISP,7,150,C,1,5.1,6.8,81.8,71.6,GAR046,960
3572,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,LASP,6,80,C,1,5.1,6.8,81.8,71.6,GAR046,960
3573,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,NA,NA,NA,NA,NA,NA,5.1,6.8,81.8,71.6,GAR046,960
3574,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,3,MODO,0,70,V,1,5.1,6.8,81.8,71.6,GAR046,960
3575,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,2,BEVI,0,125,C,1,5.1,6.8,81.8,71.6,GAR046,960
3576,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,GRSP,1,22,C,1,5.1,6.8,81.8,71.6,GAR046,960
3577,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,1,BHCO,5,54,V,2,5.1,6.8,81.8,71.6,GAR046,960
3578,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,2,FISP,0,89,C,1,5.1,6.8,81.8,71.6,GAR046,960
3579,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,2,NOFL,0,130,C,1,5.1,6.8,81.8,71.6,GAR046,960
3580,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,2,GRSP,2,60,C,1,5.1,6.8,81.8,71.6,GAR046,960
3581,2024,1,1,2024-06-28,1,192,GAR046-H,37,GAR046-H-37,2,WEME,7,110,C,1,5.1,6.8,81.8,71.6,GAR046,960
3582,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,WEME,5,95,C,1,4.6,8.8,83.4,71.1,GAR046,960
3583,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,NA,NA,NA,NA,NA,NA,4.6,8.8,83.4,71.1,GAR046,960
3584,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,UPSA,0,400,C,1,4.6,8.8,83.4,71.1,GAR046,960
3585,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,5,WEME,7,133,V,2,4.6,8.8,83.4,71.1,GAR046,960
3586,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,GRSP,4,80,C,1,4.6,8.8,83.4,71.1,GAR046,960
3587,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,GRSP,2,21,C,1,4.6,8.8,83.4,71.1,GAR046,960
3588,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,WEME,0,111,V,1,4.6,8.8,83.4,71.1,GAR046,960
3589,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,2,OROR,1,135,C,1,4.6,8.8,83.4,71.1,GAR046,960
3590,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,2,DICK,7,77,C,1,4.6,8.8,83.4,71.1,GAR046,960
3591,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,WEME,4,100,C,1,4.6,8.8,83.4,71.1,GAR046,960
3592,2024,1,1,2024-06-28,1,192,GAR046-H,38,GAR046-H-38,1,GRSP,0,18,C,1,4.6,8.8,83.4,71.1,GAR046,960
